,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
22,0.06132738,-0.011356546,0.09556414,-0.10377472,-0.111463234,-0.17644633,0.12704006,0.25381786,-0.36739054,-0.039370775,0.23957239,0.16426843,-0.07451205,-0.110702306,0.19629452,-0.29004386,0.069170855,0.10498133,0.24173582,-0.016333086,-0.11345194,-0.1514232,0.09285249,0.20558558,0.0821464,0.30343422,-0.05096167,0.025653776,0.13038822,-0.30231377,-0.0071641738,0.07320495,-0.18362086,-0.21812053,-0.10951108,0.31534916,-0.27455536,0.086614855,0.17145158,-0.15542653,0.34412748,0.24637687,0.016384007,-0.104694836,-0.24064851,-0.13150658,-0.2595936,-0.272287,0.20921582,0.020020716,0.57442135,0.040378276,0.17322335,0.23616935,0.2962975,0.13895492,-0.22641334,-0.511825,0.212594,-0.14382428,0.43087763,0.18041368,-0.06908147,0.5220163
17,0.068208545,-0.3071653,0.024647357,0.14158913,0.06893576,-0.31368655,0.08872916,-0.06663826,-0.508706,0.12780353,0.16293807,-0.2610862,0.19982825,-0.13587214,0.32292134,0.20231847,0.13280465,0.29557964,0.25315118,0.30865997,-0.07492979,0.53141046,-0.10571886,0.24723451,-0.02043644,0.23706411,-0.31585142,-0.07087161,-0.13414885,0.069083914,-0.16394526,-0.055537704,-0.39258128,-0.37628412,-0.09523316,0.098214485,0.34395924,0.10616196,0.3249828,-0.009048856,0.12894976,-0.0015721347,0.20444798,-0.22299936,0.30936798,0.1055078,-0.2705678,-0.23126303,0.42742962,-0.088992715,0.28182203,0.05015653,-0.104990564,0.24442682,0.21449696,0.031639207,0.022563843,0.000863327,-0.13369213,0.21135996,0.03919967,-0.32652828,-0.13675846,0.16203526
5,-0.06287561,-0.5711495,0.12328362,-0.0053710616,0.044628724,-0.38935813,-0.06920009,0.06296545,-0.15368521,0.011612218,-0.11424764,0.0011719802,0.20844056,0.01523088,-0.2872509,0.012179777,-0.16035365,0.34503916,-0.04035998,-0.22736594,0.2996471,0.3349925,0.37802246,0.5581368,0.118548386,0.30539513,-0.026304828,0.08724361,-0.047690175,-0.046109553,0.014243778,-0.090741046,-0.3004507,-0.001343544,-0.08354603,-0.008268378,0.19741862,-0.29725498,0.853271,0.32641482,0.17305884,-0.1268519,0.1395957,0.12915526,0.18676779,-0.13988711,0.28771263,0.0780337,0.32796797,-0.3607059,-0.24756992,-0.13116466,0.04659559,0.14574175,-0.16961986,0.36446473,0.2821513,-0.0066105095,-0.21082115,0.10325456,0.46231475,-0.11790218,-0.06383013,0.46537438
24,-0.08689127,-0.11972791,0.22047284,0.010458248,-0.22370942,-0.40231356,-0.05172485,-0.2642844,0.09401974,-0.14476041,0.13915189,0.031144405,0.3514579,-0.14589432,-0.23387744,0.1749124,-0.23742971,0.032937232,0.15370503,0.087458834,-0.022384675,0.42651537,0.1347148,0.21634533,0.045258056,0.23485425,-0.18347967,-0.22655147,0.053516258,-0.07786689,-0.005598465,-0.061579026,-0.49438906,-0.15453567,0.22801895,0.3265892,0.14585349,-0.029586393,0.44311973,0.32678738,0.25377128,-0.18955758,0.12780473,-0.03218397,0.13283268,-0.1856575,-0.05424118,-0.24551569,0.100140825,-0.02464355,-0.11553174,0.17377053,0.055337742,0.042441692,-0.17883061,0.3600191,0.24018367,0.0147994505,-0.16908066,-0.028240127,0.13251984,-0.28374618,-0.08483635,0.17852311
3,0.13121296,0.04790081,-0.10938304,-0.117736995,-0.091683075,-0.27926677,0.0030812705,0.28509897,-0.40057838,0.12832719,0.29900545,-0.08325976,0.11349913,-0.036377106,0.17607705,-0.23076119,0.049154658,0.21786846,0.0901689,0.087642014,-0.015028497,-0.01103211,0.10192438,0.1872457,0.056825813,0.18031134,-0.28742468,-0.046865776,-0.11591275,-0.07921961,-0.13088807,0.17796826,-0.21681821,-0.19625144,-0.23958455,0.21922857,-0.32405972,0.06782942,0.090906374,-0.00071790384,0.28482166,0.18156177,-0.022149196,-0.18034816,-0.4369147,-0.06281316,-0.4798789,-0.20299271,0.30687878,-0.062263474,0.31195182,0.12039022,0.18079059,0.1898831,0.29176173,0.18980381,-0.19255893,-0.43496126,0.11109803,-0.027037507,0.2991938,0.22262193,-0.1504167,0.47352394
13,0.040942065,-0.32137537,-0.084067985,-0.13889986,-0.18951885,-0.35830295,-0.053657345,0.20106535,-0.4804214,0.34759027,0.35256264,-0.17626098,-0.3252489,-0.104690924,-0.10065228,-0.1650763,-0.08278407,0.13283573,0.009428517,-0.118483335,0.31827578,0.117796086,0.1704549,0.35578805,0.32922477,0.23443043,0.0023759615,-0.16361083,0.10827901,-0.3195934,-0.0668544,-0.17040364,-0.0334309,-0.06293093,-0.19889158,0.50327164,-0.024717292,-0.12326107,-0.014626127,-0.10961267,0.23741016,0.018727917,-0.22769803,0.041654255,-0.29768127,0.032572456,-0.40299037,-0.27155018,0.24147242,0.033453163,0.132281,-0.01559128,0.23545371,0.30830058,0.15173796,-0.16720974,-0.53147703,-0.6550704,-0.025886158,0.18152378,0.63226223,0.19364507,0.071442336,0.57117534
26,-0.049412724,-0.37731332,-0.14226393,-0.1510251,-0.2788715,-0.20170416,-0.046248276,0.23457228,-0.49724203,0.36248642,0.5088705,-0.13518578,-0.3142262,-0.088414736,-0.16317116,-0.14563006,-0.17304036,0.17317238,-0.06438372,-0.073331915,0.2981208,0.06022076,0.28308234,0.34604922,0.34434232,0.33436456,0.20553325,-0.25228885,0.13331325,-0.24521494,-0.05902381,-0.22662152,-0.028400265,-0.06197326,-0.1532475,0.5187314,0.0029571105,-0.19588122,0.03054417,-0.25817445,0.21888362,0.12774584,-0.24739732,0.24314822,-0.23526905,-0.04482525,-0.31302062,-0.4222603,0.15030348,0.040913027,0.34268105,-0.17482887,0.30306634,0.3181388,0.05337793,-0.28050852,-0.49090207,-0.6785073,0.08525836,-0.003544639,0.67742,0.18800667,0.09566588,0.53158206
33,0.10155215,-0.18503714,0.044779565,-0.09225396,0.0014775745,-0.17032029,-0.045152526,0.30899265,-0.04462764,0.18835245,0.097827226,-0.1545563,0.038639806,0.08711352,0.1855157,-0.14631273,-0.05781613,0.27234572,-0.1903423,-0.04430103,-0.07780362,0.18279791,-0.11076088,0.2652458,-0.18813092,0.12134101,-0.11358786,-0.14958532,0.37527108,0.035554647,-0.4164921,0.053035766,-0.40930715,-0.39436704,-0.032826226,0.18543015,0.14600174,0.30363995,0.5175799,0.15423743,0.22021975,-0.07539104,0.16221073,-0.06511054,0.26399043,-0.07737941,-0.33348152,-0.2108204,0.45616385,-0.0081254225,0.13719976,-0.16554822,0.2964203,0.14987993,0.19721928,0.3644615,0.067679785,-0.039840695,-0.13055062,0.25011408,0.12275742,-0.14690468,-0.18701002,0.13839716
38,0.19252528,-0.1452886,-0.040249456,-0.11503683,-0.11247124,-0.08749962,-0.22789039,0.24271724,-0.40485153,0.25375062,-0.09231891,-0.16876829,0.1459637,0.0071420167,0.25972,0.015288687,0.011224495,0.072178654,0.08480491,-0.132691,-0.00679557,-0.05468598,0.02670985,0.4201786,-0.009230624,0.14509737,-0.1363379,-0.2791289,0.03896592,-0.039534822,-0.17379661,-0.12982368,-0.305294,-0.34828985,0.009735196,0.089201555,-0.046535604,0.14905936,0.16636667,0.06364212,0.20765342,-0.22502604,0.017725013,-0.43643892,-0.054099977,-0.007992276,-0.16410497,-0.16336834,0.21235222,0.001433669,0.5273083,0.18120085,-0.082121454,0.3823575,0.422608,0.32514834,0.14304262,-0.21212578,0.22393624,0.21272941,0.17162597,-0.003668284,-0.1726028,0.20116998
19,0.06810283,-0.5397689,0.23761983,0.24971151,0.06720424,-0.583953,-0.2180194,0.13404547,0.12169002,-0.5029696,-0.11895429,0.12404443,0.30317762,-0.22967063,-0.35997844,0.15021694,-0.09003495,0.2662494,-0.07333799,-0.09633021,0.35900968,-0.056133043,0.6729078,0.34875882,0.3641601,0.44676155,0.056679618,-0.15036154,-0.30127418,-0.47643074,0.051546406,0.006463058,0.38256216,0.13650876,-0.10051771,0.14248984,0.1176165,-0.6809327,0.24328133,-0.058976274,0.17790072,0.12765114,-0.15157582,0.11433716,-0.04043086,-0.18508746,0.10735498,-0.21092227,0.34887284,-0.23620574,0.14836267,0.061039336,-0.050544474,0.31271234,0.007076635,0.25491083,0.09507409,-0.45495823,-0.029469546,-0.2586482,0.33192286,0.1548528,0.28297317,0.5521055
37,-0.18064097,-0.3812633,0.4291685,-0.0029601872,0.0054122587,-0.19650286,0.22762282,0.42124283,-0.33574343,0.57618266,0.45061776,0.21192831,-0.08135593,-0.05747044,0.12337786,0.10447922,0.24469061,0.17655148,0.19111115,-0.21533355,0.17419906,0.54669374,-0.1347383,0.12229127,0.08690196,0.08321942,-0.04731251,0.14692487,0.438005,-0.20518792,-0.19527963,-0.036987565,-0.25306144,-0.47677517,0.015202035,0.12349309,0.6529336,0.17252527,0.43074048,0.20143874,0.30382255,-0.14896895,0.09736911,-0.2103894,0.4761566,0.34733546,-0.073697284,0.20780918,0.1495521,0.23297933,0.10405109,-0.2022775,0.046386324,0.031581998,0.11950273,0.2954119,0.24062067,-0.18463765,-0.10908901,0.4585391,0.59029615,-0.17097105,-0.18738084,0.13665573
35,-0.3958655,0.22076201,0.115369305,0.092967965,-0.82783806,-0.18389055,0.025719266,-0.42635223,-0.078874156,-0.11930497,0.09258912,0.08222417,0.3271132,-0.029722964,-0.47776067,-0.16820264,-0.22891851,-0.02717518,0.02136019,0.044723965,-0.22763257,0.5350638,0.21248974,-0.015069882,0.021937244,0.45365867,-0.34865975,-0.04338657,-0.06220378,-0.08257399,-0.010021853,-0.40675053,-0.82219297,-0.27110782,0.36984253,0.30411765,-0.07211764,0.19105521,0.67632633,0.13664514,0.19449775,-0.36297145,0.079656094,0.049337883,0.06665756,-0.2076719,-0.16759545,-0.30405238,-0.38206053,-0.36136508,0.083854534,0.5403394,-0.024809387,0.211362,-0.22224484,-0.12971282,0.27090293,0.07794764,0.073165365,-0.1960239,-0.16919293,-0.44936198,-0.5637525,-0.0056041502
20,-0.23294544,0.09078318,0.4721678,-0.1848672,-0.5249391,-0.6061832,0.059374496,-0.00917587,-0.24902362,-0.05539388,0.26977035,0.07805934,-0.20140636,0.18498479,-0.0321768,-0.113303624,-0.044937726,-0.02957395,0.0031740237,0.71173316,-0.30305722,0.1161894,0.14499284,-0.14277539,0.2845189,0.4105257,-0.10179014,0.16701117,-0.04608539,-0.23570697,0.46227863,-0.28035986,-0.60610235,0.086484775,0.123880364,0.31569028,-0.3857228,0.0899354,-0.1254316,0.4567336,0.26817942,-0.052804735,0.01889514,0.048944984,-0.4306638,-0.6398413,0.1798203,-0.3176592,-0.13080367,0.24370524,-0.05413783,0.49907526,0.1161371,0.4732136,-0.081504166,0.2968276,0.12731272,-0.40627325,-0.020295532,0.19869149,0.11158457,-0.2941637,-0.6797026,0.13858445
0,0.24843667,0.040526483,0.03413449,-0.21442284,-0.1909462,-0.28455195,-0.025799176,0.43902576,-0.08255154,0.15546061,0.22576618,-0.18891859,0.03681546,0.24309413,0.42985702,-0.26644352,-0.31554124,0.21248491,-0.41040736,-0.087129794,-0.13095905,-0.078297384,0.07157403,0.234178,-0.113826364,0.058629308,0.20592998,0.033782277,0.37973392,0.033268414,-0.40453508,-0.03141351,-0.4319234,-0.2868031,-0.2747973,0.20267557,-0.08458135,0.3549332,0.3510341,0.30774432,0.11513037,0.10830752,0.045330774,-0.017626159,0.017745998,0.10659597,-0.04441337,-0.26806146,0.5359301,0.1522522,0.008890183,0.06519707,0.23924412,0.32623172,0.338775,0.33198592,-0.026825378,0.040902488,-0.036882814,0.33920762,0.27898765,-0.123048835,-0.01984332,0.19832894
10,0.21783645,-0.39663965,-0.084582485,-0.31100005,-0.0055811126,-0.5163355,-0.22071955,0.41306418,-0.24445954,0.07176658,0.0764481,0.067186646,-0.09666683,-0.0452989,-0.32633096,-0.02084418,0.23381835,0.17872816,0.10253824,-0.39708686,0.512522,-0.1937968,0.31754825,0.18620911,0.2991864,0.038104028,-0.09927718,-0.28451177,0.17502254,-0.3582322,-0.1258417,0.068027,-0.021311475,-0.08165684,-0.10621104,0.16543046,0.030986339,-0.23528576,0.20326869,-0.0068985876,0.1824101,0.07718702,-0.21769395,-0.15712956,-0.15489814,-0.10857212,-0.45763066,-0.20617327,0.21151529,0.02960903,-0.016685527,-0.12498156,0.080528215,0.25130996,0.26498443,0.35843045,-0.19484517,-0.61633766,-0.0009220359,0.107027605,0.59585816,0.1687173,0.05620014,0.3271183
8,-0.23243414,0.15187718,0.17310058,-0.06274307,-0.7538682,-0.27417347,0.00029777916,-0.06457917,-0.07991884,0.04815232,0.15099253,-0.049272873,0.09615209,0.16135915,-0.12311698,-0.21829551,-0.29913262,0.04902986,-0.32257795,0.20646934,-0.26849174,0.26514623,0.20650214,0.10157948,0.10247065,0.32159072,0.14774913,0.052266445,0.120525666,0.012908669,0.11744072,-0.29730326,-0.7950271,-0.120564476,0.016129145,0.23142558,-0.04608775,0.26910064,0.47423747,0.4419706,0.2242249,-0.21239778,0.19771515,0.2550101,0.05656125,-0.27914652,0.0891416,-0.2460388,0.032758195,-0.13370126,-0.15063572,0.4426918,0.19664156,0.39433324,-0.21314782,0.051139165,0.22550981,0.22334783,0.056921795,0.098130085,0.13095301,-0.40112913,-0.39087647,0.098046154
31,0.28418648,-0.11866351,-0.06528157,-0.12232176,-0.1660526,-0.36757278,-0.05268115,0.40257624,-0.18347612,0.1746028,0.17854714,-0.17877117,-0.117322505,0.16426231,0.2981661,0.008434681,-0.18916073,0.16214028,-0.31339476,-0.039921448,0.0039047087,-0.07843515,0.18279673,0.27185938,0.18793818,0.06297795,0.23797533,-0.18288343,0.19680268,-0.24024133,-0.27026007,-0.13822049,-0.105898716,-0.34579402,-0.30213362,0.4344202,-0.14517757,0.0149667105,0.024266219,0.13853393,0.04126843,0.120227896,-0.16458319,-0.08978256,-0.08844967,0.17652641,-0.26331657,-0.3186605,0.54100484,0.29773867,0.056300882,0.19712393,0.22846688,0.3553975,0.3167888,0.18423852,-0.34551185,-0.22810218,0.061260026,0.36854932,0.31512195,0.08054038,0.13730893,0.41159934
2,-0.16393012,0.07900727,-0.05645254,-0.20473622,-0.59332234,-0.47213364,-0.0055741225,0.011715745,-0.38628247,0.19687892,0.13487452,-0.032815475,-0.043065824,0.1112069,-0.121465005,-0.07396094,-0.012325512,0.12789166,-0.11744776,0.32495213,-0.14210017,0.27465397,0.1854855,0.006671697,0.37883475,0.26599735,0.11423205,-0.090176776,-0.07180218,-0.17464364,0.3094736,-0.3601265,-0.6607694,0.056956578,-0.19109271,0.50071305,-0.23549752,0.1208103,0.05791905,0.40394652,0.29509634,-0.15137523,0.030607583,0.21034725,-0.42997128,-0.39155906,-0.15113321,-0.41738942,0.025219997,-0.022817383,-0.20025799,0.49326804,0.37445357,0.55045384,-0.12209677,0.019150997,-0.12451236,-0.13647465,-0.119320855,0.24796183,0.26197764,-0.2127039,-0.43308875,0.20688146
16,0.3748609,0.06955064,0.13670343,0.015900912,-0.4417536,-0.6165651,0.18782789,0.08073883,-0.14836621,0.013234137,0.01757611,0.034606528,0.09365477,0.13879663,0.08203852,-0.089198984,-0.105484515,0.12841216,-0.27903554,-0.252672,-0.038163975,0.42546293,0.17611864,-0.15434758,0.14856014,0.09144191,0.18169947,0.284028,0.45641327,-0.29825115,-0.16628891,-0.32223856,-0.25776175,-0.13445538,-0.20795365,0.1928502,-0.3046583,-0.15788254,0.43020907,0.5365388,-0.07815222,-0.2420772,-0.13792264,0.14442469,-0.3534559,0.098505065,-0.25721437,-0.5577467,0.07631162,0.15684628,-0.03121586,0.40259218,0.09641785,0.33573437,-0.041034017,0.055780903,-0.0007111924,-0.4255529,-0.18354298,0.25753465,0.44002065,-0.5585237,-0.07166027,0.270688
27,0.33378115,-0.2651915,0.116904594,0.020213839,0.15259841,-0.6833175,0.13035592,0.30881992,-0.072768815,-0.19093989,0.2558573,0.19334169,0.24540581,-0.2041553,0.070178606,0.02045197,0.16370222,0.24189654,-0.005261485,-0.32190517,0.28499416,0.09023787,0.25567567,0.15677033,0.21075362,0.05867454,0.11400699,0.07082271,0.31562114,-0.37612793,-0.25005072,0.05781533,0.26526242,-0.15482824,-0.29416433,0.02462567,0.06340426,-0.41509378,0.28826782,0.18885466,0.07694365,0.088472314,-0.22086014,-0.030786676,-0.013939525,0.19343439,-0.32227534,-0.23990431,0.50858045,0.14517602,0.14744058,0.10632702,0.06836319,0.11379023,0.10798545,0.35655406,0.09079367,-0.43052697,-0.07096543,0.16327061,0.569914,-0.06780181,0.29953772,0.33436513
9,-0.09522242,0.17991927,0.03837998,-0.10994558,-0.6263777,-0.26065332,0.12273269,-0.047988582,-0.1782174,0.14831328,0.13607056,-0.05643153,0.100677915,0.18945822,-0.099563174,-0.31450313,-0.36241508,0.14994739,-0.3190096,-0.021650309,-0.15935549,0.3504202,0.10414221,0.024372604,0.0047783954,0.13264693,0.14214936,0.11298328,0.24822725,0.04668428,-0.021907877,-0.3864386,-0.7772301,-0.08678348,-0.10535042,0.3519913,-0.25525013,0.20168538,0.43886688,0.56198347,0.2599441,-0.25656062,-0.009135863,0.18472096,-0.13571486,-0.1373612,-0.020401396,-0.37508008,0.045849018,-0.1770914,-0.18617968,0.39086577,0.24101134,0.34037748,-0.081943646,-0.116363615,0.032261144,0.13409783,-0.09975341,0.25888056,0.23896769,-0.39224437,-0.33958927,0.16331601
